grid_id,latitude,longitude,seasons_analyzed,seasons_with_detected_onset,first_detected_onset_date,latest_detected_onset_date,false_onset_probability,crop_stress_probability,overall_risk_level,false_onset_interpretation,crop_stress_interpretation
G131,-15.125,33.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G132,-15.125,34.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G133,-15.125,34.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G134,-15.125,34.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G135,-15.125,34.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G136,-15.125,35.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G137,-15.125,35.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G138,-15.125,35.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G139,-15.125,35.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G140,-14.875,32.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G141,-14.875,32.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G142,-14.875,33.125,1,1,2026-01-09 00:00:00,2026-01-09 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G143,-14.875,33.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G144,-14.875,33.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G145,-14.875,33.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G146,-14.875,34.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G147,-14.875,34.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G148,-14.875,34.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G149,-14.875,34.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G150,-14.875,35.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G151,-14.875,35.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G152,-14.875,35.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G153,-14.875,35.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G154,-14.625,32.625,1,1,2026-01-10 00:00:00,2026-01-10 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G155,-14.625,32.875,1,1,2026-01-10 00:00:00,2026-01-10 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G156,-14.625,33.125,1,1,2026-01-10 00:00:00,2026-01-10 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G157,-14.625,33.375,1,1,2026-01-10 00:00:00,2026-01-10 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G158,-14.625,33.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G159,-14.625,33.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G160,-14.625,34.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G161,-14.625,34.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G162,-14.625,34.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G163,-14.625,34.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G164,-14.625,35.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G165,-14.625,35.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G166,-14.625,35.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G167,-14.625,35.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G168,-14.375,32.625,1,1,2026-01-10 00:00:00,2026-01-10 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G169,-14.375,32.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G170,-14.375,33.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G171,-14.375,33.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G172,-14.375,33.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G173,-14.375,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G174,-14.375,34.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G175,-14.375,34.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G176,-14.375,34.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G177,-14.375,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G178,-14.375,35.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G179,-14.375,35.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G180,-14.375,35.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G181,-14.375,35.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G182,-14.125,32.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G183,-14.125,32.875,1,1,2026-01-16 00:00:00,2026-01-16 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G184,-14.125,33.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G185,-14.125,33.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G186,-14.125,33.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G187,-14.125,33.875,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G188,-14.125,34.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G189,-14.125,34.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G190,-14.125,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G191,-14.125,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G192,-14.125,35.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G193,-14.125,35.375,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G194,-14.125,35.625,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G195,-14.125,35.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G196,-13.875,32.625,1,1,2026-01-14 00:00:00,2026-01-14 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G197,-13.875,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G198,-13.875,33.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G199,-13.875,33.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G200,-13.875,33.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G201,-13.875,33.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G202,-13.875,34.125,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G203,-13.875,34.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G204,-13.875,34.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G205,-13.875,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G206,-13.875,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G207,-13.875,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G208,-13.875,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G209,-13.875,35.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G210,-13.625,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G211,-13.625,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G212,-13.625,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G213,-13.625,33.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G214,-13.625,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G215,-13.625,33.875,1,1,2026-01-05 00:00:00,2026-01-05 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G216,-13.625,34.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G217,-13.625,34.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G218,-13.625,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G219,-13.625,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G220,-13.625,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G221,-13.625,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G222,-13.625,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G223,-13.625,35.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G224,-13.375,32.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G225,-13.375,32.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G226,-13.375,33.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G227,-13.375,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G228,-13.375,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G229,-13.375,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G230,-13.375,34.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G231,-13.375,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G232,-13.375,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G233,-13.375,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G234,-13.375,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G235,-13.375,35.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G236,-13.375,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G237,-13.375,35.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G238,-13.125,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G239,-13.125,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G240,-13.125,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G241,-13.125,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G242,-13.125,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G243,-13.125,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G244,-13.125,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G245,-13.125,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G246,-13.125,34.625,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G247,-13.125,34.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G248,-13.125,35.125,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G249,-13.125,35.375,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G250,-13.125,35.625,1,1,2026-01-06 00:00:00,2026-01-06 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G251,-13.125,35.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G252,-12.875,32.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G253,-12.875,32.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G254,-12.875,33.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G255,-12.875,33.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G256,-12.875,33.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G257,-12.875,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G258,-12.875,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G259,-12.875,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G260,-12.875,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G261,-12.875,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G262,-12.875,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
